file,kind,line,snippet
R/utils_server_management.R,direct_input,157,"  observeEvent(input$manual_save, {"
R/utils_server_management.R,direct_input,171,"  observeEvent(input$clear_saved, {"
R/utils_server_management.R,direct_input,176,"  observeEvent(input$show_upload_modal, {"
R/utils_server_management.R,direct_input,181,"  observeEvent(input$confirm_clear_saved, {"
R/utils_server_management.R,direct_input,187,    !is.null(input$data_file) && !is.null(input$data_file$datapath)
R/utils_server_management.R,direct_input,192,"  observeEvent(input$confirm_upload, {"
R/utils_server_management.R,direct_input,283,"      title = input$indicator_title,"
R/utils_server_management.R,direct_input,284,"      unit_type = input$unit_type,"
R/utils_server_management.R,direct_input,285,"      unit_select = input$unit_select,"
R/utils_server_management.R,direct_input,286,"      unit_custom = input$unit_custom,"
R/utils_server_management.R,direct_input,287,"      description = input$indicator_description,"
R/utils_server_management.R,direct_input,288,"      x_column = if (is.null(input$x_column) || input$x_column == """") """" else input$x_column,"
R/utils_server_management.R,direct_input,289,"      y_column = if (is.null(input$y_column) || input$y_column == """") """" else input$y_column,"
R/utils_server_management.R,direct_input,290,"      n_column = if (is.null(input$n_column) || input$n_column == """") """" else input$n_column,"
R/utils_server_management.R,direct_input,291,"      skift_column = if (is.null(input$skift_column) || input$skift_column == """") """" else input$skift_column,"
R/utils_server_management.R,direct_input,292,"      kommentar_column = if (is.null(input$kommentar_column) || input$kommentar_column == """") """" else input$kommentar_column,"
R/utils_server_management.R,direct_input,293,"      chart_type = input$chart_type,"
R/utils_server_management.R,direct_input,294,"      target_value = input$target_value,"
R/utils_server_management.R,direct_input,295,"      centerline_value = input$centerline_value,"
R/utils_server_management.R,direct_input,296,"      y_axis_unit = if (is.null(input$y_axis_unit) || input$y_axis_unit == """") ""count"" else input$y_axis_unit"
R/utils_server_management.R,direct_input,308,"  has_settings <- (!is.null(input$indicator_title) && input$indicator_title != """") ||"
R/utils_server_management.R,direct_input,309,"    (!is.null(input$indicator_description) && input$indicator_description != """") ||"
R/utils_server_management.R,direct_input,310,"    (!is.null(input$unit_select) && input$unit_select != """") ||"
R/utils_server_management.R,direct_input,311,"    (!is.null(input$unit_custom) && input$unit_custom != """") ||"
R/utils_server_management.R,direct_input,524,"  observeEvent(input$start_new_session, {"
R/utils_server_management.R,direct_input,572,"  observeEvent(input$upload_data_welcome, {"
R/utils_server_management.R,direct_input,579,"  observeEvent(input$quick_start_demo, {"
R/utils_server_management.R,triggers,98,              # Emit event to trigger downstream effects
R/utils_server_management.R,triggers,107,              # Emit event to trigger downstream effects
R/utils_server_management.R,triggers,357,  # Emit event to trigger downstream effects
R/utils_server_management.R,triggers,539,    # Emit event to trigger downstream effects
R/utils_server_management.R,triggers,542,    # REACTIVE WRAPPER FIX: Increment version to trigger reactive navigation
R/utils_server_management.R,triggers,626,          # Emit event to trigger downstream effects
R/utils_server_management.R,session_couple,34,            app_state$session$restoring_session <- TRUE
R/utils_server_management.R,session_couple,40,            app_state$session$auto_save_enabled <- FALSE
R/utils_server_management.R,session_couple,48,                app_state$session$restoring_session <- FALSE
R/utils_server_management.R,session_couple,50,                app_state$session$auto_save_enabled <- TRUE
R/utils_server_management.R,session_couple,112,            app_state$session$file_uploaded <- TRUE
R/utils_server_management.R,session_couple,145,          app_state$session$restoring_session <- FALSE
R/utils_server_management.R,session_couple,147,          app_state$session$auto_save_enabled <- TRUE
R/utils_server_management.R,session_couple,166,    app_state$session$last_save_time <- Sys.time()
R/utils_server_management.R,session_couple,197,    app_state$session$user_started_session <- TRUE
R/utils_server_management.R,session_couple,198,    app_state$session$file_uploaded <- FALSE  # Will be set to TRUE by actual file upload handler
R/utils_server_management.R,session_couple,207,    last_save_time_check <- app_state$session$last_save_time
R/utils_server_management.R,session_couple,313,    (!is.null(app_state$session$last_save_time))
R/utils_server_management.R,session_couple,339,  app_state$session$last_save_time <- NULL
R/utils_server_management.R,session_couple,366,  app_state$session$file_uploaded <- FALSE
R/utils_server_management.R,session_couple,368,  app_state$session$user_started_session <- TRUE # NEW: Set flag that user has started
R/utils_server_management.R,session_couple,497,"        if (!is.null(app_state$session$last_save_time)) tags$li(""Fjerne gemt session fra lokal storage""),"
R/utils_server_management.R,session_couple,549,    app_state$session$file_uploaded <- FALSE
R/utils_server_management.R,session_couple,551,    app_state$session$user_started_session <- TRUE
R/utils_server_management.R,session_couple,556,    app_state$session$file_name <- NULL
R/utils_server_management.R,session_couple,568,"    cat(""DEBUG: [WELCOME_PAGE] app_state$session$user_started_session set to TRUE\n"")"
R/utils_server_management.R,session_couple,629,          app_state$session$file_uploaded <- TRUE
R/utils_server_management.R,session_couple,631,          app_state$session$user_started_session <- TRUE
R/utils_server_management.R,session_couple,640,"          app_state$session$file_name <- ""Eksempel data (SPC demo)"""
R/utils_server_management.R,isolate_usage,230,  isolate({
R/utils_server_management.R,isolate_usage,281,  isolate({
R/utils_server_management.R,isolate_usage,378,  isolate({
R/utils_session_helpers.R,loose_observers,16,"  app_data_reactive <- eventReactive(app_state$navigation$trigger, {"
R/utils_session_helpers.R,loose_observers,185,  obs_data_save <- observe({
R/utils_session_helpers.R,loose_observers,235,  obs_settings_save <- observe({
R/utils_session_helpers.R,loose_observers,276,  observe({
R/utils_session_helpers.R,direct_input,246,"          input$indicator_title,"
R/utils_session_helpers.R,direct_input,247,"          input$unit_type,"
R/utils_session_helpers.R,direct_input,248,"          input$unit_select,"
R/utils_session_helpers.R,direct_input,249,"          input$unit_custom,"
R/utils_session_helpers.R,direct_input,250,"          input$indicator_description,"
R/utils_session_helpers.R,direct_input,251,"          input$x_column,"
R/utils_session_helpers.R,direct_input,252,"          input$y_column,"
R/utils_session_helpers.R,direct_input,253,"          input$n_column,"
R/utils_session_helpers.R,direct_input,254,"          input$skift_column,"
R/utils_session_helpers.R,direct_input,255,"          input$kommentar_column,"
R/utils_session_helpers.R,direct_input,256,"          input$chart_type,"
R/utils_session_helpers.R,direct_input,257,"          input$target_value,"
R/utils_session_helpers.R,direct_input,258,          input$y_axis_unit
R/utils_session_helpers.R,direct_input,318,"    if (input$unit_type == ""select"") {"
R/utils_session_helpers.R,direct_input,328,"      selected_unit <- if (is.null(input$unit_select)) """" else input$unit_select"
R/utils_session_helpers.R,direct_input,335,"      return(if (is.null(input$unit_custom)) """" else input$unit_custom)"
R/utils_session_helpers.R,direct_input,344,"    base_title <- if (is.null(input$indicator_title) || input$indicator_title == """") ""SPC Analyse"" else input$indicator_title"
R/utils_session_helpers.R,triggers,14,  # UNIFIED NAVIGATION: Event-driven pattern using app_state navigation trigger
R/utils_session_helpers.R,triggers,16,"  app_data_reactive <- eventReactive(app_state$navigation$trigger, {"
R/utils_session_helpers.R,triggers,19,"    cat(""DEBUG: [NAVIGATION_UNIFIED] app_data_reactive triggered\n"")"
R/utils_session_helpers.R,triggers,20,"    cat(""DEBUG: [NAVIGATION_UNIFIED] trigger_value:"", app_state$navigation$trigger, ""\n"")"
R/utils_session_helpers.R,triggers,30,    # This now properly triggers when navigation events are emitted
R/utils_session_helpers.R,triggers,148,  auto_save_trigger <- debounce(reactive({
R/utils_session_helpers.R,triggers,186,    save_data <- auto_save_trigger()
R/utils_session_helpers.R,triggers,200,  settings_save_trigger <- debounce(reactive({
R/utils_session_helpers.R,triggers,236,    save_data <- settings_save_trigger()
R/utils_session_helpers.R,triggers,265,  table_cleanup_trigger <- debounce(reactive({
R/utils_session_helpers.R,triggers,270,      Sys.time()  # Return timestamp to trigger cleanup
R/utils_session_helpers.R,triggers,277,    cleanup_time <- table_cleanup_trigger()
R/utils_session_helpers.R,triggers,292,  # Navigation is now managed through app_state$navigation$trigger and emit$navigation_changed()
R/utils_session_helpers.R,session_couple,60,      file_uploaded_check <- app_state$session$file_uploaded
R/utils_session_helpers.R,session_couple,63,      user_started_session_check <- app_state$session$user_started_session
R/utils_session_helpers.R,session_couple,110,    file_uploaded_check <- app_state$session$file_uploaded
R/utils_session_helpers.R,session_couple,154,    auto_save_enabled_check <- app_state$session$auto_save_enabled
R/utils_session_helpers.R,session_couple,157,    restoring_session_check <- app_state$session$restoring_session
R/utils_session_helpers.R,session_couple,191,    app_state$session$last_save_time <- save_data$timestamp
R/utils_session_helpers.R,session_couple,206,    auto_save_enabled_check <- app_state$session$auto_save_enabled
R/utils_session_helpers.R,session_couple,209,    restoring_session_check <- app_state$session$restoring_session
R/utils_session_helpers.R,session_couple,241,    app_state$session$last_save_time <- save_data$timestamp
